settlement_date,ticker,sector,market_cap_tier,asset_class,counterparty_id,counterparty_type,counterparty_size,quantity_failed,price_usd,fail_value_usd,daily_volume_shares,fail_rate_pct,days_failed_consecutive,settlement_lag_days,slo_breach,threshold_flag,fail_reason,regime_base_mult,is_post_t1
2025-05-07,RIVN,Consumer,mid,Consumer Equity,REGB_B,Regional Broker,mid,500000,11.89,5943957.07,63232976,0.7907,1,1,0,0,SSI Mismatch,1.1,1
2025-05-07,RIVN,Consumer,mid,Consumer Equity,HEDGE_A,Hedge Fund,mid,500000,11.89,5943957.07,63232976,0.7907,2,1,0,0,Securities Lending Recall,1.1,1
2025-05-07,RIVN,Consumer,mid,Consumer Equity,PRIME_C,Prime Broker,large,500000,11.89,5943957.07,63232976,0.7907,1,1,0,0,SSI Mismatch,1.1,1
2025-05-07,LCID,Consumer,mid,Consumer Equity,FOREIGN_B,Foreign Dealer,large,500000,3.41,1702772.05,47483717,1.053,1,1,0,0,SSI Mismatch,1.1,1
2025-05-07,LCID,Consumer,mid,Consumer Equity,PRIME_A,Prime Broker,large,399386,3.41,1360126.64,47483717,0.8411,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-07,BBAI,Technology,mid,Technology Equity,FOREIGN_B,Foreign Dealer,large,500000,3.43,1712610.27,16422024,3.0447,2,1,0,0,Custodian Delay,1.1,1
2025-05-07,OPEN,Financials,mid,Financials Equity,HEDGE_A,Hedge Fund,mid,500000,2.91,1454075.41,28017442,1.7846,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-07,SPCE,Consumer,mid,Consumer Equity,HEDGE_B,Hedge Fund,mid,500000,1.19,596113.76,24656956,2.0278,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-07,NKLA,Consumer,mid,Consumer Equity,HEDGE_B,Hedge Fund,mid,500000,0.85,425955.03,48071506,1.0401,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-07,SPY,ETF,large,ETF,CUSTODY_A,Custodian,large,87470,571.62,49999842.66,107640586,0.0813,1,2,0,0,System Issue,1.1,1
2025-05-07,QQQ,ETF,large,ETF,REGB_A,Regional Broker,mid,97021,515.35,49999976.92,90862435,0.1068,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-07,QQQ,ETF,large,ETF,HEDGE_B,Hedge Fund,mid,97021,515.35,49999976.92,90862435,0.1068,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-07,HYG,Bond ETF,large,Bond ETF,REGB_A,Regional Broker,mid,267710,75.06,20093906.56,29779339,0.899,1,3,0,0,Securities Lending Recall,1.1,1
2025-05-08,MSFT,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,118273,422.75,49999885.17,33147436,0.3568,1,3,0,0,Securities Lending Recall,1.1,1
2025-05-08,GOOGL,Technology,large,Technology Equity,PRIME_A,Prime Broker,large,227382,166.56,37873739.1,19775999,1.1498,1,1,0,0,Corporate Action,1.1,1
2025-05-08,NVDA,Technology,large,Technology Equity,PRIME_B,Prime Broker,large,393430,127.09,49999986.46,266872874,0.1474,1,3,0,0,System Issue,1.1,1
2025-05-08,TSLA,Consumer,large,Consumer Equity,FOREIGN_A,Foreign Dealer,large,205418,243.41,49999779.2,157587935,0.1304,1,1,0,0,SSI Mismatch,1.1,1
2025-05-08,BAC,Financials,large,Financials Equity,PRIME_B,Prime Broker,large,500000,36.37,18183528.7,48971096,1.021,1,1,0,0,System Issue,1.1,1
2025-05-08,BAC,Financials,large,Financials Equity,FOREIGN_A,Foreign Dealer,large,500000,36.37,18183528.7,48971096,1.021,1,1,0,0,FX Settlement Mismatch,1.1,1
2025-05-08,XOM,Energy,large,Energy Equity,HEDGE_A,Hedge Fund,mid,258249,111.73,28854270.51,16817462,1.5356,1,1,0,0,SSI Mismatch,1.1,1
2025-05-08,UNH,Healthcare,large,Healthcare Equity,HEDGE_A,Hedge Fund,mid,47078,506.44,23842225.8,3638334,1.2939,1,1,0,0,SSI Mismatch,1.1,1
2025-05-08,UNH,Healthcare,large,Healthcare Equity,REGB_B,Regional Broker,mid,61139,506.44,30963291.62,3638334,1.6804,1,1,0,0,SSI Mismatch,1.1,1
2025-05-08,WMT,Consumer,large,Consumer Equity,CUSTODY_A,Custodian,large,120140,195.92,23538103.46,7584647,1.584,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-08,PLTR,Technology,mid,Technology Equity,PRIME_C,Prime Broker,large,500000,23.6,11801771.21,106838661,0.468,1,2,0,0,Securities Lending Recall,1.1,1
2025-05-08,BBAI,Technology,mid,Technology Equity,HEDGE_A,Hedge Fund,mid,352744,3.4,1200667.88,27018301,1.3056,1,3,0,0,Securities Lending Recall,1.1,1
2025-05-08,BBAI,Technology,mid,Technology Equity,PRIME_B,Prime Broker,large,500000,3.4,1701896.95,27018301,1.8506,1,1,0,0,Custodian Delay,1.1,1
2025-05-08,CLOV,Healthcare,mid,Healthcare Equity,PRIME_C,Prime Broker,large,500000,1.82,909861.57,28468752,1.7563,1,2,0,0,Corporate Action,1.1,1
2025-05-08,NKLA,Consumer,mid,Consumer Equity,FOREIGN_A,Foreign Dealer,large,500000,0.88,437624.93,46155386,1.0833,2,3,0,0,Corporate Action,1.1,1
2025-05-08,SPY,ETF,large,ETF,FOREIGN_A,Foreign Dealer,large,89535,558.44,49999614.85,105677017,0.0847,1,4,1,0,FX Settlement Mismatch,1.1,1
2025-05-08,QQQ,ETF,large,ETF,REGB_A,Regional Broker,mid,101195,494.09,49999933.69,62113496,0.1629,2,2,0,0,Custodian Delay,1.1,1
2025-05-08,IWM,ETF,mid,ETF,PRIME_B,Prime Broker,large,217133,230.27,49999980.48,35696117,0.6083,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-08,ARK,ETF,mid,ETF,CUSTODY_B,Custodian,large,369322,53.3,19686061.6,17566502,2.1024,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-08,ARK,ETF,mid,ETF,HEDGE_B,Hedge Fund,mid,500000,53.3,26651623.24,17566502,2.8463,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-08,ARKK,ETF,mid,ETF,CUSTODY_B,Custodian,large,280574,48.38,13574225.01,28428058,0.987,1,2,0,0,Corporate Action,1.1,1
2025-05-08,HYG,Bond ETF,large,Bond ETF,FOREIGN_B,Foreign Dealer,large,500000,77.28,38640349.95,31225280,1.6013,1,1,0,0,Custodian Delay,1.1,1
2025-05-08,HYG,Bond ETF,large,Bond ETF,HEDGE_A,Hedge Fund,mid,500000,77.28,38640349.95,31225280,1.6013,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-08,HYG,Bond ETF,large,Bond ETF,CUSTODY_A,Custodian,large,240720,77.28,18603010.08,31225280,0.7709,1,2,0,0,Corporate Action,1.1,1
2025-05-08,LQD,Bond ETF,large,Bond ETF,PRIME_B,Prime Broker,large,116048,108.33,12570952.12,15991622,0.7257,1,1,0,0,Custodian Delay,1.1,1
2025-05-08,LQD,Bond ETF,large,Bond ETF,FOREIGN_A,Foreign Dealer,large,154130,108.33,16696202.01,15991622,0.9638,1,1,0,0,Custodian Delay,1.1,1
2025-05-08,LQD,Bond ETF,large,Bond ETF,HEDGE_A,Hedge Fund,mid,461572,108.33,49999995.8,15991622,2.8863,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-09,JPM,Financials,large,Financials Equity,FOREIGN_B,Foreign Dealer,large,238061,202.01,48091362.9,13705344,1.737,1,1,0,0,Custodian Delay,1.1,1
2025-05-09,MS,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,165957,101.67,16872072.51,10477086,1.584,1,1,0,0,Corporate Action,1.1,1
2025-05-09,MS,Financials,large,Financials Equity,FOREIGN_A,Foreign Dealer,large,203499,101.67,20688792.18,10477086,1.9423,1,1,0,0,SSI Mismatch,1.1,1
2025-05-09,MS,Financials,large,Financials Equity,PRIME_A,Prime Broker,large,111336,101.67,11319010.74,10477086,1.0627,1,1,0,0,Custodian Delay,1.1,1
2025-05-09,PFE,Healthcare,large,Healthcare Equity,HEDGE_A,Hedge Fund,mid,500000,26.61,13304757.91,64872085,0.7707,1,1,0,0,Counterparty Error,1.1,1
2025-05-09,MRK,Healthcare,large,Healthcare Equity,PRIME_C,Prime Broker,large,203682,132.31,26950130.6,12859416,1.5839,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-09,WMT,Consumer,large,Consumer Equity,PRIME_A,Prime Broker,large,102388,198.89,20363512.34,9359703,1.0939,1,3,0,0,SSI Mismatch,1.1,1
2025-05-09,WMT,Consumer,large,Consumer Equity,HEDGE_A,Hedge Fund,mid,103137,198.89,20512477.75,9359703,1.1019,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-09,COST,Consumer,large,Consumer Equity,HEDGE_B,Hedge Fund,mid,49899,895.9,44704626.26,2534566,1.9687,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-09,PLTR,Technology,mid,Technology Equity,HEDGE_B,Hedge Fund,mid,500000,26.14,13072332.11,111116428,0.45,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-09,LCID,Consumer,mid,Consumer Equity,REGB_B,Regional Broker,mid,500000,3.57,1783212.3,92821111,0.5387,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-09,BBAI,Technology,mid,Technology Equity,FOREIGN_B,Foreign Dealer,large,500000,3.23,1617032.62,25132315,1.9895,3,2,0,0,FX Settlement Mismatch,1.1,1
2025-05-09,BBAI,Technology,mid,Technology Equity,PRIME_B,Prime Broker,large,500000,3.23,1617032.62,25132315,1.9895,2,1,0,0,Custodian Delay,1.1,1
2025-05-09,SOFI,Financials,mid,Financials Equity,PRIME_A,Prime Broker,large,500000,9.73,4863604.5,36377556,1.3745,1,2,0,0,SSI Mismatch,1.1,1
2025-05-09,SOFI,Financials,mid,Financials Equity,HEDGE_B,Hedge Fund,mid,500000,9.73,4863604.5,36377556,1.3745,1,1,0,0,Counterparty Error,1.1,1
2025-05-09,SPY,ETF,large,ETF,FOREIGN_A,Foreign Dealer,large,87503,571.4,49999475.26,95794751,0.0913,2,2,0,0,Custodian Delay,1.1,1
2025-05-09,ARKK,ETF,mid,ETF,CUSTODY_B,Custodian,large,500000,46.59,23292809.49,21531734,2.3222,2,1,0,0,Custodian Delay,1.1,1
2025-05-09,TLT,Bond ETF,large,Bond ETF,HEDGE_A,Hedge Fund,mid,410876,96.11,39490723.05,58059249,0.7077,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-09,HYG,Bond ETF,large,Bond ETF,FOREIGN_A,Foreign Dealer,large,343669,79.54,27335038.1,22926062,1.499,1,1,0,0,Custodian Delay,1.1,1
2025-05-09,HYG,Bond ETF,large,Bond ETF,CUSTODY_B,Custodian,large,110043,79.54,8752694.01,22926062,0.48,1,1,0,0,Custodian Delay,1.1,1
2025-05-09,HYG,Bond ETF,large,Bond ETF,PRIME_B,Prime Broker,large,196938,79.54,15664222.65,22926062,0.859,1,4,1,0,SSI Mismatch,1.1,1
2025-05-12,MSFT,Technology,large,Technology Equity,REGB_A,Regional Broker,mid,97226,418.28,40667761.56,24864343,0.391,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-12,GOOGL,Technology,large,Technology Equity,PRIME_C,Prime Broker,large,287941,173.65,49999853.52,29672501,0.9704,1,3,0,0,Custodian Delay,1.1,1
2025-05-12,GOOGL,Technology,large,Technology Equity,PRIME_A,Prime Broker,large,130786,173.65,22710488.75,29672501,0.4408,1,1,0,0,Corporate Action,1.1,1
2025-05-12,GOOGL,Technology,large,Technology Equity,PRIME_B,Prime Broker,large,287941,173.65,49999853.52,29672501,0.9704,1,2,0,0,Corporate Action,1.1,1
2025-05-12,AMZN,Consumer,large,Consumer Equity,REGB_A,Regional Broker,mid,276110,181.09,49999874.95,54993974,0.5021,1,1,0,0,System Issue,1.1,1
2025-05-12,AMZN,Consumer,large,Consumer Equity,HEDGE_B,Hedge Fund,mid,276110,181.09,49999874.95,54993974,0.5021,1,1,0,0,Counterparty Error,1.1,1
2025-05-12,AMZN,Consumer,large,Consumer Equity,FOREIGN_B,Foreign Dealer,large,276110,181.09,49999874.95,54993974,0.5021,1,1,0,0,FX Settlement Mismatch,1.1,1
2025-05-12,NVDA,Technology,large,Technology Equity,PRIME_B,Prime Broker,large,375455,133.17,49999976.49,475922888,0.0789,1,2,0,0,Short Sale Locate Failure,1.1,1
2025-05-12,TSLA,Consumer,large,Consumer Equity,PRIME_C,Prime Broker,large,192641,259.55,49999793.99,137690910,0.1399,1,1,0,0,Custodian Delay,1.1,1
2025-05-12,JPM,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,102154,199.07,20336215.06,8122930,1.2576,1,3,0,0,Corporate Action,1.1,1
2025-05-12,MS,Financials,large,Financials Equity,PRIME_A,Prime Broker,large,68300,98.36,6717959.5,9834773,0.6945,2,1,0,0,SSI Mismatch,1.1,1
2025-05-12,MS,Financials,large,Financials Equity,REGB_A,Regional Broker,mid,72060,98.36,7087791.53,9834773,0.7327,1,1,0,0,SSI Mismatch,1.1,1
2025-05-12,MS,Financials,large,Financials Equity,FOREIGN_A,Foreign Dealer,large,247643,98.36,24358062.15,9834773,2.518,2,1,0,0,SSI Mismatch,1.1,1
2025-05-12,XOM,Energy,large,Energy Equity,PRIME_C,Prime Broker,large,174071,116.26,20237301.85,13940764,1.2486,1,2,0,0,Short Sale Locate Failure,1.1,1
2025-05-12,XOM,Energy,large,Energy Equity,HEDGE_B,Hedge Fund,mid,212557,116.26,24711641.63,13940764,1.5247,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-12,CVX,Energy,large,Energy Equity,REGB_B,Regional Broker,mid,190417,156.2,29743673.52,13647602,1.3952,1,1,0,0,Custodian Delay,1.1,1
2025-05-12,JNJ,Healthcare,large,Healthcare Equity,FOREIGN_A,Foreign Dealer,large,231615,158.41,36689933.18,11902729,1.9459,1,3,0,0,SSI Mismatch,1.1,1
2025-05-12,JNJ,Healthcare,large,Healthcare Equity,FOREIGN_B,Foreign Dealer,large,111881,158.41,17722973.1,11902729,0.94,1,1,0,0,SSI Mismatch,1.1,1
2025-05-12,UNH,Healthcare,large,Healthcare Equity,PRIME_A,Prime Broker,large,31686,507.62,16084580.54,3059886,1.0355,1,2,0,0,Securities Lending Recall,1.1,1
2025-05-12,UNH,Healthcare,large,Healthcare Equity,REGB_B,Regional Broker,mid,62272,507.62,31610774.45,3059886,2.0351,1,3,0,0,System Issue,1.1,1
2025-05-12,PFE,Healthcare,large,Healthcare Equity,REGB_B,Regional Broker,mid,500000,27.84,13921771.79,50062861,0.9987,1,2,0,0,Corporate Action,1.1,1
2025-05-12,MRK,Healthcare,large,Healthcare Equity,PRIME_A,Prime Broker,large,48870,127.69,6240279.31,7309986,0.6685,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-12,COST,Consumer,large,Consumer Equity,CUSTODY_A,Custodian,large,20466,873.93,17885775.77,2478722,0.8257,1,1,0,0,Custodian Delay,1.1,1
2025-05-12,PLTR,Technology,mid,Technology Equity,PRIME_B,Prime Broker,large,500000,24.16,12081599.08,88677781,0.5638,1,1,0,0,SSI Mismatch,1.1,1
2025-05-12,PLTR,Technology,mid,Technology Equity,CUSTODY_B,Custodian,large,497358,24.16,12017759.91,88677781,0.5609,1,1,0,0,Corporate Action,1.1,1
2025-05-12,BBAI,Technology,mid,Technology Equity,PRIME_C,Prime Broker,large,500000,3.2,1598735.55,28386117,1.7614,1,2,0,0,Corporate Action,1.1,1
2025-05-12,CLOV,Healthcare,mid,Healthcare Equity,PRIME_B,Prime Broker,large,500000,1.78,888928.91,31120342,1.6067,1,1,0,0,Corporate Action,1.1,1
2025-05-12,SPCE,Consumer,mid,Consumer Equity,REGB_A,Regional Broker,mid,500000,1.16,579891.23,41361587,1.2089,1,2,0,0,SSI Mismatch,1.1,1
2025-05-12,NKLA,Consumer,mid,Consumer Equity,REGB_B,Regional Broker,mid,500000,0.94,472488.77,56472019,0.8854,1,2,0,0,SSI Mismatch,1.1,1
2025-05-12,NKLA,Consumer,mid,Consumer Equity,PRIME_B,Prime Broker,large,500000,0.94,472488.77,56472019,0.8854,1,1,0,0,SSI Mismatch,1.1,1
2025-05-12,SPY,ETF,large,ETF,PRIME_B,Prime Broker,large,85986,581.49,49999615.5,138345350,0.0622,1,1,0,0,SSI Mismatch,1.1,1
2025-05-12,SPY,ETF,large,ETF,HEDGE_A,Hedge Fund,mid,85986,581.49,49999615.5,138345350,0.0622,1,2,0,0,Securities Lending Recall,1.1,1
2025-05-13,MSFT,Technology,large,Technology Equity,FOREIGN_A,Foreign Dealer,large,118728,421.13,49999843.15,25535207,0.465,1,1,0,0,SSI Mismatch,1.1,1
2025-05-13,MSFT,Technology,large,Technology Equity,REGB_A,Regional Broker,mid,118728,421.13,49999843.15,25535207,0.465,2,1,0,0,Securities Lending Recall,1.1,1
2025-05-13,AMZN,Consumer,large,Consumer Equity,CUSTODY_B,Custodian,large,260323,192.07,49999998.51,67059494,0.3882,1,1,0,0,Corporate Action,1.1,1
2025-05-13,META,Technology,large,Technology Equity,REGB_B,Regional Broker,mid,99506,502.48,49999875.05,22539558,0.4415,1,1,0,0,SSI Mismatch,1.1,1
2025-05-13,META,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,99506,502.48,49999875.05,22539558,0.4415,1,2,0,0,Counterparty Error,1.1,1
2025-05-13,TSLA,Consumer,large,Consumer Equity,HEDGE_B,Hedge Fund,mid,200354,249.56,49999973.58,121252361,0.1652,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-13,XOM,Energy,large,Energy Equity,REGB_B,Regional Broker,mid,414391,120.66,49999920.51,20089219,2.0628,1,1,0,0,Corporate Action,1.1,1
2025-05-13,XOM,Energy,large,Energy Equity,HEDGE_B,Hedge Fund,mid,414391,120.66,49999920.51,20089219,2.0628,2,1,0,0,Securities Lending Recall,1.1,1
2025-05-13,XOM,Energy,large,Energy Equity,REGB_A,Regional Broker,mid,401824,120.66,48483601.38,20089219,2.0002,1,4,1,0,SSI Mismatch,1.1,1
2025-05-13,PFE,Healthcare,large,Healthcare Equity,CUSTODY_A,Custodian,large,500000,28.17,14087340.12,74441992,0.6717,1,1,0,0,Custodian Delay,1.1,1
2025-05-13,MRK,Healthcare,large,Healthcare Equity,PRIME_A,Prime Broker,large,214593,124.64,26747122.3,14401108,1.4901,2,1,0,0,Corporate Action,1.1,1
2025-05-13,WMT,Consumer,large,Consumer Equity,PRIME_B,Prime Broker,large,102757,190.41,19566259.38,8747948,1.1746,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-13,WMT,Consumer,large,Consumer Equity,HEDGE_A,Hedge Fund,mid,146323,190.41,27861788.22,8747948,1.6727,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-13,WMT,Consumer,large,Consumer Equity,FOREIGN_A,Foreign Dealer,large,45870,190.41,8734240.18,8747948,0.5244,1,3,0,0,SSI Mismatch,1.1,1
2025-05-13,RIVN,Consumer,mid,Consumer Equity,CUSTODY_B,Custodian,large,500000,10.96,5479350.22,50504559,0.99,1,3,0,0,Custodian Delay,1.1,1
2025-05-13,LCID,Consumer,mid,Consumer Equity,FOREIGN_A,Foreign Dealer,large,500000,3.58,1791461.96,70327660,0.711,1,1,0,0,Corporate Action,1.1,1
2025-05-13,LCID,Consumer,mid,Consumer Equity,REGB_B,Regional Broker,mid,500000,3.58,1791461.96,70327660,0.711,1,4,1,0,Custodian Delay,1.1,1
2025-05-13,BBAI,Technology,mid,Technology Equity,PRIME_C,Prime Broker,large,377998,3.19,1206304.13,28363704,1.3327,2,1,0,0,Securities Lending Recall,1.1,1
2025-05-13,BBAI,Technology,mid,Technology Equity,REGB_A,Regional Broker,mid,500000,3.19,1595648.83,28363704,1.7628,2,2,0,0,Securities Lending Recall,1.1,1
2025-05-13,OPEN,Financials,mid,Financials Equity,FOREIGN_A,Foreign Dealer,large,500000,3.0,1501929.55,21702463,2.3039,1,1,0,0,Corporate Action,1.1,1
2025-05-13,HOOD,Financials,mid,Financials Equity,PRIME_C,Prime Broker,large,500000,17.66,8828744.57,27407089,1.8243,1,1,0,0,SSI Mismatch,1.1,1
2025-05-13,TLT,Bond ETF,large,Bond ETF,FOREIGN_A,Foreign Dealer,large,480126,93.87,45070188.6,44421576,1.0808,1,1,0,0,SSI Mismatch,1.1,1
2025-05-13,HYG,Bond ETF,large,Bond ETF,PRIME_C,Prime Broker,large,144829,75.67,10959590.45,24568706,0.5895,1,1,0,0,SSI Mismatch,1.1,1
2025-05-14,GOOGL,Technology,large,Technology Equity,REGB_B,Regional Broker,mid,275000,181.82,49999886.52,23849398,1.1531,1,3,0,0,Short Sale Locate Failure,1.1,1
2025-05-14,META,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,95028,526.16,49999961.21,17006964,0.5588,2,1,0,0,Securities Lending Recall,1.1,1
2025-05-14,JPM,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,63322,202.45,12819841.41,12947437,0.4891,1,1,0,0,Custodian Delay,1.1,1
2025-05-14,JPM,Financials,large,Financials Equity,HEDGE_B,Hedge Fund,mid,190010,202.45,38468432.24,12947437,1.4675,1,2,0,0,Short Sale Locate Failure,1.1,1
2025-05-14,MS,Financials,large,Financials Equity,HEDGE_B,Hedge Fund,mid,148725,98.16,14599307.99,7598964,1.9572,1,2,0,0,Securities Lending Recall,1.1,1
2025-05-14,MS,Financials,large,Financials Equity,PRIME_B,Prime Broker,large,104839,98.16,10291321.9,7598964,1.3796,1,1,0,0,Custodian Delay,1.1,1
2025-05-14,UNH,Healthcare,large,Healthcare Equity,HEDGE_A,Hedge Fund,mid,95456,523.8,49999940.63,3209824,2.9739,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-14,PFE,Healthcare,large,Healthcare Equity,FOREIGN_B,Foreign Dealer,large,202990,28.1,5704458.52,55693873,0.3645,1,1,0,0,FX Settlement Mismatch,1.1,1
2025-05-14,PFE,Healthcare,large,Healthcare Equity,CUSTODY_B,Custodian,large,500000,28.1,14051082.62,55693873,0.8978,1,4,1,0,Custodian Delay,1.1,1
2025-05-14,MRK,Healthcare,large,Healthcare Equity,FOREIGN_A,Foreign Dealer,large,32020,123.01,3938867.31,7089461,0.4517,1,2,0,0,SSI Mismatch,1.1,1
2025-05-14,MRK,Healthcare,large,Healthcare Equity,CUSTODY_B,Custodian,large,67471,123.01,8299791.27,7089461,0.9517,1,1,0,0,Corporate Action,1.1,1
2025-05-14,WMT,Consumer,large,Consumer Equity,CUSTODY_B,Custodian,large,54615,199.46,10893448.55,12148736,0.4496,1,1,0,0,Custodian Delay,1.1,1
2025-05-14,WMT,Consumer,large,Consumer Equity,PRIME_B,Prime Broker,large,142765,199.46,28475751.75,12148736,1.1751,2,1,0,0,SSI Mismatch,1.1,1
2025-05-14,RIVN,Consumer,mid,Consumer Equity,HEDGE_B,Hedge Fund,mid,500000,10.97,5487126.4,52850973,0.9461,1,3,0,0,Counterparty Error,1.1,1
2025-05-14,LCID,Consumer,mid,Consumer Equity,PRIME_B,Prime Broker,large,447970,3.38,1513195.93,32579355,1.375,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-14,SOFI,Financials,mid,Financials Equity,CUSTODY_B,Custodian,large,500000,11.85,5925124.86,38377128,1.3029,1,1,0,0,Custodian Delay,1.1,1
2025-05-14,SOFI,Financials,mid,Financials Equity,FOREIGN_B,Foreign Dealer,large,500000,11.85,5925124.86,38377128,1.3029,1,1,0,0,Custodian Delay,1.1,1
2025-05-14,SOFI,Financials,mid,Financials Equity,REGB_B,Regional Broker,mid,500000,11.85,5925124.86,38377128,1.3029,1,2,0,0,Securities Lending Recall,1.1,1
2025-05-14,HOOD,Financials,mid,Financials Equity,FOREIGN_A,Foreign Dealer,large,500000,18.74,9368624.3,32509105,1.538,1,2,0,0,SSI Mismatch,1.1,1
2025-05-14,SPCE,Consumer,mid,Consumer Equity,REGB_A,Regional Broker,mid,500000,1.21,607115.98,27387912,1.8256,1,2,0,0,Securities Lending Recall,1.1,1
2025-05-14,SPCE,Consumer,mid,Consumer Equity,HEDGE_B,Hedge Fund,mid,500000,1.21,607115.98,27387912,1.8256,1,1,0,0,Counterparty Error,1.1,1
2025-05-14,SPCE,Consumer,mid,Consumer Equity,PRIME_B,Prime Broker,large,500000,1.21,607115.98,27387912,1.8256,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-14,NKLA,Consumer,mid,Consumer Equity,PRIME_B,Prime Broker,large,500000,0.93,462949.46,50064658,0.9987,1,2,0,0,Custodian Delay,1.1,1
2025-05-14,SPY,ETF,large,ETF,FOREIGN_A,Foreign Dealer,large,89877,556.31,49999666.19,100173161,0.0897,1,1,0,0,Corporate Action,1.1,1
2025-05-14,QQQ,ETF,large,ETF,FOREIGN_B,Foreign Dealer,large,101975,490.31,49999665.33,47445460,0.2149,1,2,0,0,Corporate Action,1.1,1
2025-05-14,ARK,ETF,mid,ETF,HEDGE_A,Hedge Fund,mid,500000,53.94,26970557.98,21177307,2.361,1,1,0,0,Short Sale Locate Failure,1.1,1
2025-05-14,ARK,ETF,mid,ETF,PRIME_C,Prime Broker,large,500000,53.94,26970557.98,21177307,2.361,1,2,0,0,SSI Mismatch,1.1,1
2025-05-14,ARKK,ETF,mid,ETF,FOREIGN_B,Foreign Dealer,large,332890,47.75,15893958.58,20845874,1.5969,1,3,0,0,Corporate Action,1.1,1
2025-05-14,TLT,Bond ETF,large,Bond ETF,CUSTODY_B,Custodian,large,428654,91.93,39407850.67,31557163,1.3583,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-14,TLT,Bond ETF,large,Bond ETF,FOREIGN_A,Foreign Dealer,large,385521,91.93,35442464.08,31557163,1.2217,2,3,0,0,Custodian Delay,1.1,1
2025-05-15,GOOGL,Technology,large,Technology Equity,REGB_B,Regional Broker,mid,290989,171.83,49999974.36,33896471,0.8585,2,1,0,0,Custodian Delay,1.1,1
2025-05-15,JPM,Financials,large,Financials Equity,REGB_B,Regional Broker,mid,250158,199.87,49999813.35,15376190,1.6269,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-15,JPM,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,199279,199.87,39830478.36,15376190,1.296,2,4,1,0,Securities Lending Recall,1.1,1
2025-05-15,GS,Financials,large,Financials Equity,FOREIGN_A,Foreign Dealer,large,65371,464.85,30387793.1,4200411,1.5563,1,1,0,0,FX Settlement Mismatch,1.1,1
2025-05-15,GS,Financials,large,Financials Equity,PRIME_C,Prime Broker,large,35504,464.85,16504079.89,4200411,0.8453,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-15,WFC,Financials,large,Financials Equity,PRIME_B,Prime Broker,large,500000,59.96,29979469.71,28952402,1.727,1,1,0,0,System Issue,1.1,1
2025-05-15,XOM,Energy,large,Energy Equity,PRIME_B,Prime Broker,large,59392,122.2,7257419.03,16183350,0.367,1,2,0,0,Short Sale Locate Failure,1.1,1
2025-05-15,UNH,Healthcare,large,Healthcare Equity,FOREIGN_A,Foreign Dealer,large,41073,501.09,20581149.83,4237024,0.9694,1,1,0,0,Corporate Action,1.1,1
2025-05-15,WMT,Consumer,large,Consumer Equity,HEDGE_B,Hedge Fund,mid,263663,188.3,49646733.07,11476709,2.2974,1,1,0,0,Securities Lending Recall,1.1,1
2025-05-15,COST,Consumer,large,Consumer Equity,CUSTODY_B,Custodian,large,55962,893.45,49999371.96,3437077,1.6282,1,2,0,0,Corporate Action,1.1,1
2025-05-15,COST,Consumer,large,Consumer Equity,REGB_A,Regional Broker,mid,55962,893.45,49999371.96,3437077,1.6282,1,1,0,0,Custodian Delay,1.1,1
